Epoch,AvgLoss,AvgBCELoss,Precision,Recall,F1_Score,IoU,Dice,ValLoss,ValBCELoss,ValPrecision,ValRecall,ValF1_Score,ValIoU,ValDice
25,3.9688632834602044,1.0985967742430198,0.36472149614391025,0.22944841169020555,0.28168632203049876,0.16393183947843687,0.28168632203049876,4.136947238767469,1.1257346030828115,0.32955629485506854,0.1113413756496277,0.16644792512130085,0.09077894617872384,0.16644792512130085
26,3.977731061948312,1.0999492894153338,0.3758773928666117,0.22494344088857413,0.2814521379865945,0.16377323216174647,0.2814521379865945,4.141912614977038,1.1384040584435333,0.3070678207850489,0.148469799727593,0.20016040740364266,0.11121013685164098,0.20016040740364266
27,3.933026485346459,1.0880567036770485,0.39153084283739414,0.24391268320497134,0.30057537615893953,0.17686890724201426,0.30057537615893953,4.1388153256596745,1.1468955326724697,0.25201970931030776,0.14115177706078394,0.18095427087975274,0.09947758210964186,0.18095427087975274
28,3.954980842970513,1.0892009153156668,0.39764511079427234,0.2430085374439228,0.30166426761661397,0.1776234591692119,0.30166426761661397,4.065801672033362,1.1347599255072105,0.2679122260298704,0.21520878024096737,0.238685805945734,0.1355157454311528,0.238685805945734
29,3.873536439360799,1.0715204537720293,0.4151017610257123,0.260580287270827,0.32017229526049285,0.19059829431146472,0.32017229526049285,4.083101626989004,1.1447931963044244,0.2618109608531246,0.2750583073707823,0.26827119377356046,0.1549152458566203,0.26827119377356046
30,3.8339131047596804,1.0631784190599982,0.41224168721911997,0.2568914598408459,0.3165330227691838,0.18802449174848573,0.3165330227691838,3.9816124310364596,1.1133069589331344,0.3128151078070433,0.21222381251073302,0.2528834043373055,0.14474329015310217,0.2528834043373055
31,3.8750723012395807,1.080688971724059,0.38228673836640814,0.24101127109390316,0.2956383987678942,0.17345990343491266,0.2956383987678942,3.995001741357752,1.1110935420603365,0.2963499408716599,0.24982585762948628,0.2711064032492434,0.1568091892750107,0.2711064032492434
32,3.8603960565618567,1.0728989933189508,0.39753475964406815,0.2596819598495734,0.3141508803130813,0.186345786609553,0.3141508803130813,4.112453744218156,1.1277517950212634,0.2964048791593561,0.2195660938162166,0.25226404163698146,0.14433761600537157,0.25226404163698146
33,3.8139406507079667,1.0579753938961673,0.4091826661182932,0.2735182143127247,0.3278710058019467,0.1960799716646217,0.3278710058019467,4.1071074524441284,1.1816113027366433,0.2381840439755094,0.3121867314487476,0.2702101982600492,0.15620984583690561,0.2702101982600492
34,3.86499042849283,1.0714297512093105,0.3993518610986106,0.26563206079776874,0.3190472862698143,0.18980146417195734,0.3190472862698143,4.039498245393908,1.1480408890827283,0.264270065173339,0.2650256275189691,0.26464730706872386,0.15250346984029745,0.26464730706872386
35,3.837495459898098,1.0610324133288216,0.406787058034288,0.2782791920653327,0.3304800779076615,0.19794916702370632,0.3304800779076615,4.036925592937985,1.104382178267917,0.37541362395854183,0.14508052135278354,0.20928267792241975,0.11687086249861656,0.20928267792241975
36,3.799090046334911,1.0576610923618883,0.40598739249193655,0.28298744111354923,0.3335080694440661,0.20012582319124061,0.3335080694440661,4.001155898377702,1.1146062499768026,0.29433908466709635,0.26473452385487506,0.27875298080061656,0.16194827220689975,0.27875298080061656
37,3.786999574384174,1.0520144914453093,0.4233414367615774,0.28513440849787575,0.3407574470501498,0.2053692791595425,0.3407574470501498,4.024688424290837,1.1213181244360435,0.2928364285658125,0.302932638381059,0.29779898568464597,0.17494936448761567,0.29779898568464597
38,3.8313814635212355,1.0622635210889417,0.41387936061309294,0.2710130553847732,0.32754548732162037,0.19584717242746846,0.32754548732162037,4.027982512035885,1.1379728575010557,0.2634995664015952,0.2990535665396786,0.2801530397744184,0.1628941680588094,0.2801530397744184
39,3.7973415376366795,1.0542352334470362,0.40951983960106125,0.2825915515766697,0.33441682465987765,0.20078062123291301,0.33441682465987765,3.9911489100069613,1.1125770839484963,0.27556722847334975,0.185925137841029,0.22203996719407965,0.12488467856257893,0.22203996719407965
40,3.7912826707234255,1.0547349767104999,0.41240409594881006,0.28028773144870506,0.33374670790597394,0.20029770353014295,0.33374670790597394,4.0791611800322665,1.1339791997058972,0.28645579061564436,0.2928121653607095,0.28959910336800876,0.1693165058193481,0.28959910336800876
41,3.8176132198926567,1.0563710072153323,0.41487935780271945,0.27306632325531904,0.3293561801434137,0.19714326670282523,0.3293561801434137,3.9266673487585946,1.0898110641015541,0.3131673181756226,0.2645855065030174,0.28683384991075506,0.16742909022327626,0.28683384991075506
42,3.770033351472906,1.0340335932937827,0.44154154981591104,0.30043227840367664,0.3575687679965627,0.2177069949896169,0.3575687679965627,4.0679641865395215,1.1600359372190527,0.22475323495788296,0.298436704013384,0.2564063628175513,0.14705626204961947,0.2564063628175513
43,3.81531782569112,1.0627509869031004,0.39354933514801693,0.27269225249267043,0.3221589785427333,0.19200804749840145,0.3221589785427333,3.9500179741833663,1.1119268423802144,0.27897419122694334,0.2462979584622511,0.26161971010080937,0.15049624735217218,0.26161971010080937
44,3.774237970242629,1.0526942219081763,0.40987531416144063,0.27817785598057115,0.3314227477195125,0.19862595349813653,0.3314227477195125,3.9650925043466927,1.088255534300933,0.3690606422778385,0.21901969685940512,0.27489968500909634,0.15935286929128284,0.27489968500909634
45,3.767379826790578,1.0428670521926235,0.42450677680576254,0.29060958746031057,0.3450228394877816,0.2084758918249944,0.3450228394877816,4.017832794704953,1.1213378584062732,0.28473261606641365,0.2542605678138399,0.26863522137695484,0.15515807222935454,0.26863522137695484
46,3.739442341231011,1.032633410917746,0.4325531153748758,0.3004595518714654,0.35460428179057796,0.21551306951039773,0.35460428179057796,4.074766146170126,1.1124480898315843,0.4036760221808218,0.16440194947039183,0.23364794381336193,0.13227710919519772,0.23364794381336193
47,3.7146367027952865,1.0342951733115557,0.4238020460854317,0.29170973854320054,0.3455629570708498,0.20887041821732724,0.3455629570708498,3.9911867347923486,1.1150924370095536,0.2987895132138623,0.3143341985580764,0.30636480165548535,0.1808918484659206,0.30636480165548535
48,3.7156949695703148,1.031518757141925,0.4283838268665702,0.3028504046655291,0.35484174488626785,0.21568851737107633,0.35484174488626785,3.9956314628188676,1.140143805258983,0.2520801913030152,0.20311873679490208,0.2249663031608675,0.12673917321202027,0.2249663031608675
49,3.7073532487895036,1.0318407476753801,0.4214886182296396,0.2987096861781423,0.34963351651477437,0.21185204620516906,0.34963351651477437,3.9208067236719906,1.091420851849221,0.4714514717610522,0.14065158703478103,0.2166641605860655,0.12149375109136414,0.2166641605860655
50,3.7064128067042375,1.0294722840189934,0.4345863244816736,0.30918427360936457,0.36131370990006284,0.22048985951913208,0.36131370990006284,3.9362956833195044,1.071550960476334,0.4426194346607869,0.226465943759208,0.2996276147398003,0.17621293861106183,0.2996276147398003
51,3.677536631758149,1.0227602277253125,0.4331192444197077,0.3127890987585564,0.3632483249611573,0.22193245957884036,0.3632483249611573,4.135889671944283,1.1228507080593624,0.3080446237562233,0.27262666763698074,0.2892554893032713,0.16908164106016466,0.2892554893032713
52,3.6966819896085843,1.0242697322690808,0.427763177197939,0.3092617302578845,0.35898591481123027,0.21875858230061157,0.35898591481123027,4.1490146662737875,1.1159530765301473,0.31603850791377514,0.2676571122285178,0.2898426901356383,0.16948305776538572,0.2898426901356383
53,3.7417565938588737,1.0409127248300087,0.43030908754523334,0.3008177434150903,0.35409617922608877,0.21513783172311443,0.35409617922608877,3.9580552964597135,1.1101504113223102,0.2905630211747212,0.352282795657894,0.318460043556269,0.18938595085767476,0.318460043556269
54,3.7635994779097066,1.0470734329239741,0.4085995265288044,0.29185446974559925,0.3404980163940731,0.20518084326371577,0.3404980163940731,4.1244182844419734,1.178246712362444,0.23821466619316628,0.4215481401132276,0.30440924684315174,0.179529905005912,0.30440924684315174
55,3.704581505543477,1.0263989469086803,0.4265196948119022,0.30959325441078267,0.3587699972580301,0.21859824440123582,0.3587699972580301,3.9754079805838094,1.0924172498084403,0.33070447380021845,0.2902003185967544,0.3091312704729229,0.18282393249970652,0.3091312704729229
56,3.721120889122422,1.0284423193818815,0.4298294124499229,0.30459263378787127,0.35653306838565524,0.21693960585835453,0.35653306838565524,4.007186670561095,1.1072277523375846,0.31405777810424834,0.2913601125600498,0.30228346730360167,0.17805296790242123,0.30228346730360167
57,3.6450790948158986,1.0093164561769448,0.4525447698106671,0.3280800593858509,0.3803899373968393,0.23486513586205285,0.3803899373968393,3.9706548291283683,1.106995231396443,0.31500357402912466,0.27235058122539946,0.29212837163887506,0.1710482022113112,0.29212837163887506
58,3.6282727082033417,1.0060478391478191,0.44378849748173815,0.3310731103486891,0.3792327215943449,0.23398345132398973,0.3792327215943449,3.989361982087831,1.1028709717699,0.3175372742675953,0.29355263142691695,0.30507426671186766,0.17999270452990754,0.30507426671186766
59,3.6746396559315757,1.0218508641260702,0.4320983739442557,0.31713079239969283,0.3657938208472104,0.22383578370560708,0.3657938208472104,3.9225716526443892,1.074737698645205,0.396638825732038,0.23517479504335537,0.2952752250997651,0.1732099101551718,0.2952752250997651
60,3.632348957093986,1.003924439182958,0.44592701445335897,0.33023878466517964,0.37946118076753826,0.2341574149684751,0.37946118076753826,3.82025391991074,1.061609419616493,0.3878756202238352,0.2554665687079438,0.3080452533311575,0.18206471180014935,0.3080452533311575
61,3.6029230932126173,0.9898321893368218,0.46047495581784365,0.3364565292439415,0.3888158727377135,0.24132305312514896,0.3888158727377135,3.897847136935672,1.0911385964702915,0.32485575355472507,0.2647079548696601,0.29171368902924255,0.17076393292847508,0.29171368902924255
62,3.6546539406518677,1.0141155306954641,0.44137092119661864,0.32564326595048976,0.37477655741582194,0.23060001941635203,0.37477655741582194,4.013428552730663,1.125508012803825,0.2864742001874336,0.3696600671617312,0.32279390774462063,0.19245929837432912,0.32279390774462063
63,3.6637043848231032,1.0160527660234555,0.4312003063633617,0.32374624474652014,0.3698261279913304,0.22686299562367393,0.3698261279913304,3.904842183396623,1.084702552975835,0.33389555921486436,0.2895072146346257,0.310121088266156,0.1835167514742027,0.310121088266156
64,3.6102939433342702,0.9983617579816161,0.4587407744434394,0.3452590712765978,0.3939911545609963,0.24532315353051407,0.3939911545609963,4.066132629239881,1.0980718055286922,0.38819944292757413,0.19512955845809837,0.2597134231701296,0.1492360089584941,0.2597134231701296
65,3.6567523092836947,1.0157643603916104,0.43611245040819774,0.3262945563612839,0.37329436184628845,0.22947874101547494,0.37329436184628845,3.873812153532698,1.0831655151135213,0.3383910488863482,0.27736056769831985,0.30485127735023276,0.17983748167753993,0.30485127735023276
66,3.6225972078941964,1.0020612806484506,0.4493256752693857,0.3315203952204238,0.38153646685972686,0.23573992187481613,0.38153646685972686,3.9627795541608655,1.108120098307326,0.32825305273142746,0.2077463609153815,0.2544531782240307,0.14577276017445512,0.2544531782240307
67,3.5850011803008415,0.9912995905489534,0.4645164185574988,0.3400243836923531,0.39263865423184097,0.24427528711299118,0.39263865423184097,4.151816136128193,1.1324868331084381,0.3111512048508118,0.24683164851309022,0.2752843187461777,0.15961141986373853,0.2752843187461777
68,3.613728072997686,1.0036795929678388,0.45452573766114207,0.33100135082455173,0.38305141950074173,0.2368977122219116,0.38305141950074173,3.9329489695059285,1.074045013737034,0.353024579575452,0.27496589350916517,0.30914392212631037,0.18283278285581206,0.30914392212631037
69,3.6025132923512846,1.0060157460739483,0.43713862829971084,0.32535368233027995,0.37305205684922843,0.2292956319959262,0.37305205684922843,3.960581399299003,1.0974240705773637,0.3420085268488425,0.26632519744796046,0.29945894762681224,0.17609627665789235,0.29945894762681224
70,3.58675345456278,0.9871302584337222,0.47012655923088237,0.3467845672415791,0.39914411766100777,0.24933169941433006,0.39914411766100777,3.8830493978551917,1.0726716760042552,0.3626559224106518,0.3370911119813027,0.3494065201955347,0.21168538738982934,0.3494065201955347
71,3.5507824598131954,0.981764970397627,0.46299241979173544,0.3534540816623342,0.40087515902796,0.2506840921714937,0.40087515902796,3.8739290881801294,1.0715174981065698,0.3765367542010485,0.24996101290210138,0.3004623908243679,0.17679066894560128,0.3004623908243679
72,3.5975629244301772,0.9984708695194205,0.4431187087611023,0.3399878978532225,0.38476242447363024,0.2382079455700161,0.38476242447363024,4.16834561889236,1.1324583743069623,0.30464376875192506,0.31434575029077855,0.3094187255636977,0.18302505194071106,0.3094187255636977
73,3.5592843551893494,0.9790377700449647,0.4788580942913245,0.35740158278236456,0.409309800579531,0.2573158498924891,0.409309800579531,3.9938950087573075,1.1453866314243626,0.2868115620610366,0.3585380589161057,0.3186888390214388,0.18954780436713134,0.3186888390214388
74,3.567294525536331,0.9815133887569647,0.46713114435146635,0.35506079195361967,0.40345799255829407,0.25270740805924297,0.40345799255829407,3.9174515685519657,1.1196926026730925,0.2958309290112051,0.36303399328378066,0.32600516391646833,0.19474681575433533,0.32600516391646833
75,3.543056403462951,0.9777738494244782,0.47049511004903277,0.3544079257424644,0.40428314308349433,0.2533551872508971,0.40428314308349433,3.868356350305918,1.1007913657136865,0.33605834551343755,0.2865823159144425,0.3093546082222199,0.18298018598502275,0.3093546082222199
76,3.5425797962659114,0.9777818999781802,0.4712674365244934,0.3554021345549218,0.40521499459169547,0.2540875373279236,0.40521499459169547,4.231044028256391,1.2788884462536991,0.22910020440130063,0.44332546660331196,0.3020882735288315,0.17791753765472396,0.3020882735288315
77,3.568720360059996,0.9884636633702226,0.461234247746093,0.35495169808246485,0.4011729932082268,0.25091707326937496,0.4011729932082268,3.987969856004457,1.0983770006411784,0.3304697350819165,0.29821722109204324,0.31351617870655885,0.1858993100011532,0.31351617870655885
